id;earthquake;M0 (seismic moment, Nm);a (radius, m);?? (stress drop, Pa);Er (radiated energy, J);tau i (Pa);type of energy;value (J/m^2);type of slip;value (m);Reference M0, a;Reference Er;Reference slip, G';Collection;Note;Type of seismic event
;;220000000;11.43402617;64387.74153;53;;G';0.445771767;slip;1.78547E-05;Oye et al., 2005;Oye et al., 2005;Cocco et al., in prep.;Selvadurai, 2019;sm;induced
;;316000000;10.42783187;121922.2809;149;;G';1.443504818;slip;3.08339E-05;Oye et al., 2005;Oye et al., 2005;Cocco et al., in prep.;Selvadurai, 2019;sm;induced
;;439000000;11.74305391;118604.0212;221;;G';1.492961774;slip;3.37778E-05;Oye et al., 2005;Oye et al., 2005;Cocco et al., in prep.;Selvadurai, 2019;sm;induced
;;765000000;13.30080596;142234.7191;396;;G';2.550439542;slip;4.58812E-05;Oye et al., 2005;Oye et al., 2005;Cocco et al., in prep.;Selvadurai, 2019;sm;induced
5;;2.74887E-05;0.001043912;10571.59295;1.79408E-12;;G';1.81725E-05;slip;3.53713E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;9.67837E-05;0.001787215;7417.376561;4.99801E-12;;G';1.52597E-05;slip;4.24887E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;5.79675E-05;0.001532706;7043.463062;3.73106E-12;;G';1.16801E-05;slip;3.46012E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000188078;0.002624047;4554.097668;7.03806E-12;;G';8.39617E-06;slip;3.83019E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.00017321;0.002430035;5280.956893;6.4559E-12;;G';1.05126E-05;slip;4.11312E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000202808;0.002624047;4910.752149;8.31508E-12;;G';9.75668E-06;slip;4.13015E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000248195;0.003059775;3790.550773;7.4895E-12;;G';6.79084E-06;slip;3.71739E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000158837;0.002430035;4842.744064;5.90886E-12;;G';8.81445E-06;slip;3.77181E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000171154;0.002430035;5218.274998;6.96074E-12;;G';1.02291E-05;slip;4.0643E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000171193;0.002250368;6572.070877;8.77795E-12;;G';1.50249E-05;slip;4.74026E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000279365;0.003852711;2137.227595;5.844E-12;;G';2.69491E-06;slip;2.63915E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000188545;0.002250368;7238.238271;9.27115E-12;;G';1.83118E-05;slip;5.22075E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.00034836;0.002250368;13373.5069;3.2335E-11;;G';6.24677E-05;slip;9.64595E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000296389;0.003852711;2267.467675;6.42249E-12;;G';3.0367E-06;slip;2.79997E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000189514;0.002083985;9160.838696;1.38732E-11;;G';2.70105E-05;slip;6.11894E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000550711;0.003304064;6679.692386;3.87551E-11;;G';2.24953E-05;slip;7.07377E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000494425;0.002624047;11971.92698;4.36194E-11;;G';5.82556E-05;slip;1.00689E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000388911;0.002430035;11857.43933;3.31582E-11;;G';5.2966E-05;slip;9.23527E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000213526;0.002430035;6510.162689;1.1034E-11;;G';1.59101E-05;slip;5.0705E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000220895;0.002833548;4247.880545;8.01064E-12;;G';7.87633E-06;slip;3.85788E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000482545;0.003567857;4648.295974;1.96291E-11;;G';1.18633E-05;slip;5.31554E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000477321;0.002624047;11557.75576;4.17745E-11;;G';5.42428E-05;slip;9.72056E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000498745;0.002430035;15206.14858;5.3881E-11;;G';8.71422E-05;slip;1.18434E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000271353;0.002083985;13116.82912;2.39266E-11;;G';5.57067E-05;slip;8.76132E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000437576;0.002624047;10595.39332;4.00284E-11;;G';4.53582E-05;slip;8.91117E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000372351;0.003059775;5686.715395;2.1116E-11;;G';1.51393E-05;slip;5.57696E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000802021;0.003567857;7725.763788;6.19189E-11;;G';3.25793E-05;slip;8.83477E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000351077;0.002430035;10703.91256;3.08287E-11;;G';4.29566E-05;slip;8.33684E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000306339;0.002624047;7417.636068;1.92993E-11;;G';2.22455E-05;slip;6.23854E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000612771;0.003304064;7432.431369;4.69295E-11;;G';2.78817E-05;slip;7.87092E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000413862;0.004160307;2514.531963;1.32605E-11;;G';3.9717E-06;slip;3.35296E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000313507;0.002430035;9558.437696;2.18145E-11;;G';3.44038E-05;slip;7.44467E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000383297;0.003304064;4649.090919;1.42086E-11;;G';1.10303E-05;slip;4.92337E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000519497;0.003304064;6301.087688;3.13125E-11;;G';2.01101E-05;slip;6.67283E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000418184;0.002833548;8041.805685;3.42602E-11;;G';2.80084E-05;slip;7.30349E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000420914;0.003059775;6428.400002;2.03597E-11;;G';1.95711E-05;slip;6.30433E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000475669;0.003304064;5769.486829;2.44851E-11;;G';1.69115E-05;slip;6.10987E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000530624;0.003304064;6436.051406;3.17975E-11;;G';2.10061E-05;slip;6.81576E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000537381;0.002430035;16384.09368;6.72778E-11;;G';0.000100911;slip;1.27609E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000554004;0.003852711;4238.298354;2.24468E-11;;G';1.06095E-05;slip;5.23364E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000552536;0.003304064;6701.822739;3.18491E-11;;G';2.28535E-05;slip;7.09721E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000582016;0.003304064;7059.39421;4.34713E-11;;G';2.51201E-05;slip;7.47588E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000819098;0.003059775;12509.66001;7.50869E-11;;G';7.41827E-05;slip;1.22682E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.001176359;0.002624047;28484.15465;2.22607E-10;;G';0.000330898;slip;2.39564E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.001596409;0.006108299;3064.513327;3.99773E-11;;G';8.85199E-06;slip;5.99968E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.000888849;0.003304064;10781.03333;6.60098E-11;;G';5.96193E-05;slip;1.14171E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.001004581;0.002833548;19318.42189;1.37973E-10;;G';0.000163999;slip;1.75448E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.001261746;0.002833548;24263.77771;2.00207E-10;;G';0.000259403;slip;2.20361E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.001404458;0.003852711;10744.53604;1.19747E-10;;G';6.87105E-05;slip;1.32678E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.00105781;0.003567857;10189.74473;9.5899E-11;;G';5.69697E-05;slip;1.16524E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.001424957;0.004492462;6875.854032;8.89411E-11;;G';3.26344E-05;slip;9.9005E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.00119161;0.003567857;11478.62678;9.98721E-11;;G';7.28388E-05;slip;1.31263E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.001602671;0.003852711;12260.92033;2.17484E-10;;G';8.81534E-05;slip;1.51403E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.002007436;0.005238444;6109.599334;1.16636E-10;;G';2.99831E-05;slip;1.0258E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
5;;0.00276127;0.004160307;16776.86443;3.74447E-10;;G';0.00018077;slip;2.23708E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;2.89119E-05;0.001043912;11118.93974;3.29129E-12;;G';1.97213E-05;slip;3.72026E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;6.22888E-05;0.001419384;9529.911154;4.06215E-12;;G';2.00164E-05;slip;4.33546E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;7.32785E-05;0.001419384;11211.28949;6.00608E-12;;G';2.76419E-05;slip;5.10037E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;9.53861E-05;0.001787215;7310.265316;6.36105E-12;;G';1.4672E-05;slip;4.18751E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;8.54457E-05;0.001655075;8245.460451;6.19156E-12;;G';1.73134E-05;slip;4.374E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000368117;0.002250368;14131.96949;4.36065E-11;;G';6.92828E-05;slip;1.0193E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;8.69314E-05;0.001532706;10562.78237;7.45192E-12;;G';2.63954E-05;slip;5.189E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000122325;0.001787215;9374.810008;9.59168E-12;;G';2.42162E-05;slip;5.37014E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000219538;0.002430035;6693.455439;2.1683E-11;;G';1.62785E-05;slip;5.21326E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000214473;0.001787215;16436.96059;3.71391E-11;;G';7.36802E-05;slip;9.41552E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000346388;0.002430035;10560.95686;3.71141E-11;;G';4.14339E-05;slip;8.2255E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000157526;0.001532706;19140.57091;2.17779E-11;;G';8.70372E-05;slip;9.40286E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000292395;0.002250368;11225.0226;2.907E-11;;G';4.36134E-05;slip;8.09631E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000292312;0.001787215;22402.39069;5.2128E-11;;G';0.000138547;slip;1.28327E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.00021158;0.002430035;6450.827694;1.47212E-11;;G';1.54119E-05;slip;5.02428E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000321512;0.001787215;24640.22959;7.52425E-11;;G';0.000166395;slip;1.41146E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000493931;0.002624047;11959.95356;6.51021E-11;;G';5.7142E-05;slip;1.00588E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000226121;0.002250368;8680.762486;2.11148E-11;;G';2.58488E-05;slip;6.2612E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000185859;0.001929904;11312.42402;2.23202E-11;;G';3.76713E-05;slip;6.99741E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000475199;0.002833548;9138.230402;4.57109E-11;;G';3.6108E-05;slip;8.29925E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000214943;0.001655075;20741.83991;9.97354E-11;;G';0.000102522;slip;1.1003E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000201681;0.001655075;19462.1377;3.73662E-11;;G';9.6123E-05;slip;1.03242E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000319811;0.002624047;7743.85483;3.48622E-11;;G';2.36059E-05;slip;6.51291E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000397871;0.002250368;15274.24909;6.1274E-11;;G';8.02861E-05;slip;1.10169E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000336344;0.002250368;12912.23446;3.85112E-11;;G';5.77068E-05;slip;9.31325E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000431457;0.003304064;5233.232576;3.91384E-11;;G';1.336E-05;slip;5.54198E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000273503;0.002083985;13220.73092;3.23213E-11;;G';5.60054E-05;slip;8.83072E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.00026286;0.001929904;15999.12496;4.02986E-11;;G';7.5723E-05;slip;9.89642E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000443591;0.002624047;10741.04468;4.48133E-11;;G';4.64439E-05;slip;9.03367E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000360143;0.002083985;17408.8287;1.00947E-10;;G';9.38175E-05;slip;1.16281E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000375755;0.002250368;14425.22351;5.85862E-11;;G';7.13614E-05;slip;1.04045E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000359586;0.002250368;13804.46858;4.40096E-11;;G';6.59579E-05;slip;9.95679E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.00079388;0.002833548;15266.56968;1.33434E-10;;G';0.000100545;slip;1.38649E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.00084149;0.004160307;5112.703885;4.73108E-11;;G';1.65577E-05;slip;6.81745E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000536603;0.003852711;4105.180348;7.88488E-11;;G';8.71424E-06;slip;5.06926E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000984929;0.003304064;11946.41973;1.39336E-10;;G';7.15057E-05;slip;1.26512E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000463271;0.002083985;22393.89631;1.10454E-10;;G';0.000159387;slip;1.49579E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.000601421;0.002430035;18336.61519;1.02449E-10;;G';0.000125416;slip;1.42816E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.002434849;0.002833548;46822.9136;7.97448E-10;;G';0.000963936;slip;4.25241E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
6;;0.003906498;0.003304064;47382.74768;1.56967E-09;;G';0.001143022;slip;5.01782E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;6.77794E-05;0.001929904;4125.423312;2.06209E-12;;G';5.08744E-06;slip;2.55182E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000111441;0.001532706;13540.88682;8.32897E-12;;G';4.39084E-05;slip;6.652E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000149511;0.002083985;7227.164388;8.59003E-12;;G';1.68144E-05;slip;4.82735E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;8.15451E-05;0.002083985;3941.776091;2.45371E-12;;G';5.00929E-06;slip;2.63289E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000108485;0.003059775;1656.828408;1.8156E-12;;G';1.28432E-06;slip;1.62485E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;5.71311E-05;0.001655075;5513.119067;2.05124E-12;;G';7.82338E-06;slip;2.92457E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;9.35655E-05;0.002833548;1799.29434;1.71242E-12;;G';1.40223E-06;slip;1.6341E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000219866;0.002624047;5323.795186;1.28094E-11;;G';1.13266E-05;slip;4.47754E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000101776;0.002250368;3907.166233;3.30353E-12;;G';5.29782E-06;slip;2.81813E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000255642;0.003059775;3904.293059;9.31095E-12;;G';7.15808E-06;slip;3.82894E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000106245;0.001787215;8142.512835;5.91248E-12;;G';1.84001E-05;slip;4.66424E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000158365;0.002624047;3834.620368;5.42064E-12;;G';5.93289E-06;slip;3.22508E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000277121;0.003059775;4232.324383;1.35772E-11;;G';8.3218E-06;slip;4.15064E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000236487;0.002083985;11431.43424;1.71133E-11;;G';4.23885E-05;slip;7.63557E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000105209;0.002430035;3207.708602;3.28142E-12;;G';3.83011E-06;slip;2.49835E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000103118;0.001929904;6276.329248;4.38313E-12;;G';1.18087E-05;slip;3.88229E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000122;0.002083985;5897.332628;5.26306E-12;;G';1.12293E-05;slip;3.9391E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000184096;0.003059775;2811.606647;4.17218E-12;;G';3.73443E-06;slip;2.75734E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000132547;0.001929904;8067.533844;7.0323E-12;;G';1.95285E-05;slip;4.99025E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000191503;0.003304064;2322.783493;3.44272E-12;;G';2.75643E-06;slip;2.45982E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000203594;0.003304064;2469.435962;4.15665E-12;;G';3.10774E-06;slip;2.61513E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000305046;0.003304064;3699.962905;1.14131E-11;;G';6.91591E-06;slip;3.91825E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000242084;0.003304064;2936.283261;6.44622E-12;;G';4.37725E-06;slip;3.10951E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000207735;0.002083985;10041.61634;1.52906E-11;;G';3.25551E-05;slip;6.70725E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000346774;0.002624047;8396.727373;1.95363E-11;;G';2.87457E-05;slip;7.062E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000320098;0.002430035;9759.407115;2.15367E-11;;G';3.59307E-05;slip;7.6012E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000433096;0.003304064;5253.114729;2.09E-11;;G';1.40022E-05;slip;5.56303E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000384669;0.003059775;5874.847791;1.61663E-11;;G';1.63742E-05;slip;5.76146E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000375452;0.002624047;9091.125205;2.53291E-11;;G';3.35845E-05;slip;7.64602E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000478029;0.004160307;2904.397449;1.2704E-11;;G';5.39047E-06;slip;3.87282E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000467348;0.003567857;4501.906789;1.68734E-11;;G';1.11663E-05;slip;5.14814E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000411913;0.002430035;12558.71837;3.2635E-11;;G';5.96622E-05;slip;9.78147E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000368361;0.002250368;14141.33915;3.94863E-11;;G';6.96373E-05;slip;1.01998E-08;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000405346;0.003567857;3904.649502;3.39885E-11;;G';7.86752E-06;slip;4.46515E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000505925;0.003304064;6136.475311;3.47458E-11;;G';1.89259E-05;slip;6.49851E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.001244529;0.004851135;4769.282546;7.54973E-11;;G';1.66622E-05;slip;7.41554E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000495124;0.003059775;7561.770085;6.33681E-11;;G';2.58839E-05;slip;7.41582E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000467742;0.002833548;8994.822501;5.276E-11;;G';3.46477E-05;slip;8.16901E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
7;;0.000529437;0.002833548;10181.24609;6.0221E-11;;G';4.4683E-05;slip;9.24651E-09;Selvadurai, 2019;Selvadurai, 2019;Cocco et al., in prep.;;repo;laboratory
